"latitude","longitude","Type"
"44.642956609828005","8.76128750312489","Volontaire Singa"
"45.9459271"," 4.806432","Volontaire Singa"
"46.1585231"," 5.1913599","Volontaire Singa"
"46.1796942"," 3.3378864","Volontaire Singa"
"46.2246133"," 3.4380504999999997","Volontaire Singa"
"46.453021"," 2.3827586999999997","Volontaire Singa"
"43.872704999999996"," 6.371197","Volontaire Singa"
"44.0528026"," 5.624766999999999","Volontaire Singa"
"44.0644243"," 5.7721203999999995","Volontaire Singa"
"43.9956557"," 6.685198199999999","Volontaire Singa"
"44.1360484"," 6.0361574","Volontaire Singa"
"44.936034899999996"," 6.672543600000001","Volontaire Singa"
"44.3092807"," 5.7932008","Volontaire Singa"
"44.6487057"," 6.471658","Volontaire Singa"
"43.6960355"," 7.265589599999998","Volontaire Singa"
"43.6960355"," 7.265589599999998","Volontaire Singa"
"43.6478075"," 6.931648099999999","Volontaire Singa"
"43.566767899999995"," 7.1224782","Volontaire Singa"
"43.706449"," 7.2922646","Volontaire Singa"
"43.698268"," 7.1197867","Volontaire Singa"
"44.5667603"," 4.2128337","Volontaire Singa"
"44.5981671"," 4.3770704","Volontaire Singa"
"45.0296033"," 4.8116805","Volontaire Singa"
"44.34068690000001"," 4.2128337","Volontaire Singa"
"44.3445044"," 4.6037231","Volontaire Singa"
"49.62669640000001"," 4.4374706999999995","Volontaire Singa"
"42.9553557"," 1.1544963","Volontaire Singa"
"43.138083099999996"," 1.3180041999999998","Volontaire Singa"
"42.8334421"," 1.5789993999999998","Volontaire Singa"
"48.3016758"," 4.0798157","Volontaire Singa"
"43.154941699999995"," 2.9975593","Volontaire Singa"
"43.9471752"," 2.8178291","Volontaire Singa"
"43.9332837"," 2.5990835","Volontaire Singa"
"43.529742"," 5.447426999999999","Volontaire Singa"
"43.529742"," 5.447426999999999","Volontaire Singa"
"43.529742"," 5.447426999999999","Volontaire Singa"
"43.529742"," 5.447426999999999","Volontaire Singa"
"43.254239999999996"," 5.3819969","Volontaire Singa"
"43.254239999999996"," 5.3819969","Volontaire Singa"
"43.307161799999996"," 5.4253757","Volontaire Singa"
"43.6017739"," 4.624375100000001","Volontaire Singa"
"43.649932299999996"," 5.0702793999999995","Volontaire Singa"
"43.442846599999996"," 5.4044267999999995","Volontaire Singa"
"43.641591899999995"," 5.6563118999999995","Volontaire Singa"
"43.5212157"," 4.9454803","Volontaire Singa"
"49.1923387"," -0.3796444","Volontaire Singa"
"49.1923387"," -0.3796444","Volontaire Singa"
"49.268907399999996"," -0.08129929999999999","Volontaire Singa"
"49.0189185"," -0.7142301","Volontaire Singa"
"49.207432499999996"," -0.4071027","Volontaire Singa"
"45.6665919"," 0.25856629999999997","Volontaire Singa"
"46.1600767"," -1.1774721","Volontaire Singa"
"45.7599641"," -0.6079521999999999","Volontaire Singa"
"45.541089299999996"," -0.8258926999999999","Volontaire Singa"
"46.024163099999996"," -1.3813526000000003","Volontaire Singa"
"47.2163369"," 2.0015159","Volontaire Singa"
"41.6060151"," 9.2563859","Volontaire Singa"
"47.2841707"," 4.935620699999999","Volontaire Singa"
"47.0395687"," 5.1626264","Volontaire Singa"
"48.5105447"," -2.7680099","Volontaire Singa"
"48.5105447"," -2.7680099","Volontaire Singa"
"48.535916099999994"," -2.7536519","Volontaire Singa"
"48.535916099999994"," -2.7536519","Volontaire Singa"
"48.6073418"," -3.4516812","Volontaire Singa"
"48.775763999999995"," -3.5296653","Volontaire Singa"
"46.292421600000004"," 1.6931802999999999","Volontaire Singa"
"45.277120200000006"," 0.8953093","Volontaire Singa"
"45.2425411"," 0.3590415","Volontaire Singa"
"44.94397490000001"," 0.0933686","Volontaire Singa"
"45.1379008"," 0.7092385","Volontaire Singa"
"47.071956"," 6.620272","Volontaire Singa"
"47.071956"," 6.620272","Volontaire Singa"
"47.1902314"," 5.982388600000001","Volontaire Singa"
"44.92272"," 4.9087118","Volontaire Singa"
"44.375274"," 5.205790899999999","Volontaire Singa"
"44.375274"," 5.205790899999999","Volontaire Singa"
"44.555602099999994"," 4.738101299999999","Volontaire Singa"
"45.176642699999995"," 4.8786553","Volontaire Singa"
"44.697676699999995"," 5.5407299","Volontaire Singa"
"44.9273591"," 5.4254299","Volontaire Singa"
"44.2856977"," 4.883185","Volontaire Singa"
"48.8361972"," 0.9051689","Volontaire Singa"
"49.1004443"," 0.5851957","Volontaire Singa"
"48.489799399999995"," 1.4351717","Volontaire Singa"
"48.2107956"," -3.9698878","Volontaire Singa"
"47.8529462"," -3.6846828","Volontaire Singa"
"48.512952299999995"," -3.8973733000000004","Volontaire Singa"
"48.303490499999995"," -4.5633444","Volontaire Singa"
"48.56551040000001"," -3.8241308999999992","Volontaire Singa"
"43.8791313"," 4.3770704","Volontaire Singa"
"43.8791313"," 4.3770704","Volontaire Singa"
"43.9813848"," 4.795052999999999","Volontaire Singa"
"44.2619015"," 4.0388918","Volontaire Singa"
"43.6381666"," 1.4338047000000003","Volontaire Singa"
"43.4567141"," 1.9979411","Volontaire Singa"
"43.4567141"," 1.9979411","Volontaire Singa"
"43.543287899999996"," 1.3372823","Volontaire Singa"
"43.6051074"," 1.3903425","Volontaire Singa"
"42.998166399999995"," 0.658333","Volontaire Singa"
"42.998166399999995"," 0.658333","Volontaire Singa"
"42.998166399999995"," 0.658333","Volontaire Singa"
"43.163691299999996"," 0.554149","Volontaire Singa"
"43.457453799999996"," 1.2698475","Volontaire Singa"
"43.645696199999996"," 0.5730713","Volontaire Singa"
"43.9800294"," 0.6393702","Volontaire Singa"
"44.8350088"," -0.5872689999999999","Volontaire Singa"
"44.8350088"," -0.5872689999999999","Volontaire Singa"
"44.8445542"," -0.5494198","Volontaire Singa"
"45.0886041"," -1.0428553999999999","Volontaire Singa"
"44.801909699999996"," -0.6488505","Volontaire Singa"
"44.9574323"," -1.09694","Volontaire Singa"
"44.8391346"," -0.6867939","Volontaire Singa"
"43.604727499999996"," 3.9011747","Volontaire Singa"
"43.9022632"," 3.7232005000000004","Volontaire Singa"
"43.3416692"," 3.238251","Volontaire Singa"
"43.625361700000006"," 3.7130492999999998","Volontaire Singa"
"43.625361700000006"," 3.7130492999999998","Volontaire Singa"
"43.7271006"," 3.1980527","Volontaire Singa"
"48.117342099999995"," -1.7075198","Volontaire Singa"
"48.0839922"," -1.9329083999999999","Volontaire Singa"
"48.0906507"," -1.6654261","Volontaire Singa"
"46.8031198"," 1.6926546","Volontaire Singa"
"46.9256315"," 1.9185741","Volontaire Singa"
"47.3832745"," 0.6897966","Volontaire Singa"
"47.5446685"," 0.7611122","Volontaire Singa"
"47.4226391"," 0.6598073999999999","Volontaire Singa"
"45.5887394"," 5.1532342","Volontaire Singa"
"45.6846757"," 5.127464499999999","Volontaire Singa"
"45.3793516"," 5.5873517999999995","Volontaire Singa"
"45.6352566"," 5.3773997","Volontaire Singa"
"45.2589635"," 5.7358655","Volontaire Singa"
"46.4192277"," 5.3717725","Volontaire Singa"
"46.746552699999995"," 5.6022096","Volontaire Singa"
"43.6381666"," -1.4338047000000003","Volontaire Singa"
"43.6381666"," -1.4338047000000003","Volontaire Singa"
"43.574486"," -1.1161166","Volontaire Singa"
"44.4119703"," -1.1929113999999998","Volontaire Singa"
"43.766643300000005"," -1.0777723","Volontaire Singa"
"47.7977286"," 1.1253605","Volontaire Singa"
"47.2972483"," 1.8380804000000002","Volontaire Singa"
"45.450626"," 4.3859432","Volontaire Singa"
"45.731735699999994"," 4.2067365","Volontaire Singa"
"45.731735699999994"," 4.2067365","Volontaire Singa"
"45.474906999999995"," 4.242513499999999","Volontaire Singa"
"45.823386"," 3.7560061","Volontaire Singa"
"45.510255699999995"," 4.0485748","Volontaire Singa"
"45.1300242"," 4.1605589","Volontaire Singa"
"45.1300242"," 4.1605589","Volontaire Singa"
"47.2185047"," -1.5446583","Volontaire Singa"
"47.2336281"," -1.5088933999999998","Volontaire Singa"
"47.280766199999995"," -2.458151","Volontaire Singa"
"47.2319122"," -1.6343515","Volontaire Singa"
"48.081732699999996"," 2.0631963","Volontaire Singa"
"48.1940005"," 2.4224178999999997","Volontaire Singa"
"48.0054388"," 1.8843028","Volontaire Singa"
"47.740925000000004"," 1.7278136","Volontaire Singa"
"44.4488997"," 1.2698475","Volontaire Singa"
"44.417736399999995"," 0.3183792","Volontaire Singa"
"47.4260491"," -0.8821547999999999","Volontaire Singa"
"48.720300099999996"," 3.6951522999999997","Volontaire Singa"
"49.039831299999996"," 3.9412316","Volontaire Singa"
"49.039831299999996"," 3.9412316","Volontaire Singa"
"48.7553239"," 4.9135152","Volontaire Singa"
"49.1627285"," 4.0465327","Volontaire Singa"
"49.1027377"," 3.7220194","Volontaire Singa"
"48.138734299999996"," -0.5235619","Volontaire Singa"
"47.970669799999996"," -0.3845466","Volontaire Singa"
"48.6280279"," 6.1965033","Volontaire Singa"
"48.8039712"," 5.1830539","Volontaire Singa"
"48.5589963"," 5.6840353","Volontaire Singa"
"47.991941399999995"," -2.5805781","Volontaire Singa"
"47.5237243"," -2.323082","Volontaire Singa"
"47.6882565"," -2.4555765","Volontaire Singa"
"47.6882565"," -2.4555765","Volontaire Singa"
"47.741696399999995"," -3.4479249","Volontaire Singa"
"48.061538"," -2.9847422999999997","Volontaire Singa"
"47.5914505"," -3.0069006999999996","Volontaire Singa"
"49.375693"," 6.1337646","Volontaire Singa"
"49.4374807"," 6.122478399999999","Volontaire Singa"
"48.9114435"," 6.632248","Volontaire Singa"
"49.0358569"," 7.2572774","Volontaire Singa"
"48.642378199999996"," 7.2430942","Volontaire Singa"
"49.3772191"," 6.2948474","Volontaire Singa"
"50.6930818"," 3.1845673","Volontaire Singa"
"50.6930818"," 3.1845673","Volontaire Singa"
"50.676349699999996"," 3.1310385999999997","Volontaire Singa"
"50.255198199999995"," 3.9561961999999995","Volontaire Singa"
"49.1711828"," 2.2457845","Volontaire Singa"
"49.3580373"," 2.0102647","Volontaire Singa"
"49.305703799999996"," 2.599422","Volontaire Singa"
"48.4337291"," 0.0894789","Volontaire Singa"
"50.290051899999995"," 2.7451657","Volontaire Singa"
"45.789579499999995"," 3.6259395000000003","Volontaire Singa"
"45.9179971"," 3.1410369","Volontaire Singa"
"45.9179971"," 3.1410369","Volontaire Singa"
"45.9179971"," 3.1410369","Volontaire Singa"
"45.807418899999995"," 3.1858413","Volontaire Singa"
"45.6800688"," 3.4872886999999997","Volontaire Singa"
"45.557794300000005"," 3.7629018999999997","Volontaire Singa"
"43.500639"," -0.7342734","Volontaire Singa"
"43.2220492"," 0.49743590000000004","Volontaire Singa"
"43.502986899999996"," 0.0186555","Volontaire Singa"
"42.7201813"," 2.8876436","Volontaire Singa"
"42.6158311"," 2.7580701","Volontaire Singa"
"42.6748234"," 2.9425698","Volontaire Singa"
"42.6748234"," 2.9425698","Volontaire Singa"
"48.586321999999996"," 7.7170649","Volontaire Singa"
"48.586321999999996"," 7.7170649","Volontaire Singa"
"48.5912157"," 7.6439165000000004","Volontaire Singa"
"48.5582881"," 7.6846006","Volontaire Singa"
"48.8378541"," 7.8049254999999995","Volontaire Singa"
"48.621574800000005"," 7.7546912","Volontaire Singa"
"48.621574800000005"," 7.7546912","Volontaire Singa"
"47.770606799999996"," 7.353268","Volontaire Singa"
"48.1729627"," 7.2878634","Volontaire Singa"
"47.73983"," 7.369330700000001","Volontaire Singa"
"45.7712918"," 4.8280831","Volontaire Singa"
"45.7304251"," 4.8399377999999995","Volontaire Singa"
"45.6945237"," 4.791055","Volontaire Singa"
"45.8436716"," 4.8591615","Volontaire Singa"
"45.9919164"," 4.3734076","Volontaire Singa"
"47.6677526"," 5.9727457","Volontaire Singa"
"46.7525007"," 4.8333512999999995","Volontaire Singa"
"45.570027599999996"," 5.929571300000001","Volontaire Singa"
"45.520432199999995"," 6.3243833","Volontaire Singa"
"45.576142499999996"," 6.1717678","Volontaire Singa"
"45.2097614"," 6.802875299999999","Volontaire Singa"
"45.8819801"," 5.9616372","Volontaire Singa"
"46.1130917"," 6.1103572","Volontaire Singa"
"45.8379524"," 6.7523675999999995","Volontaire Singa"
"45.795017400000006"," 6.1640112","Volontaire Singa"
"48.8640493"," 2.3310526","Volontaire Singa"
"48.867564099999996"," 2.34399","Volontaire Singa"
"48.867564099999996"," 2.34399","Volontaire Singa"
"48.8534275"," 2.3582788","Volontaire Singa"
"48.843491199999995"," 2.3518339","Volontaire Singa"
"48.85433450000001"," 2.3134029","Volontaire Singa"
"48.85433450000001"," 2.3134029","Volontaire Singa"
