"latitude","longitude","Type"
"50.95129000000001"," 1.8586859999999998","Association"
"48.8871426"," 2.3731158","Association"
"48.840838299999994"," 2.3699909","Association"
"50.95129000000001"," 1.8586859999999998","Association"
"48.8768606"," 2.3967443","Association"
"50.9383839"," 1.8817447999999999","Association"
"50.95129000000001"," 1.8586859999999998","Association"
"48.790367"," 2.455572","Association"
"50.62925"," 3.057256","Association"
"45.7716862"," 4.8348618","Association"
"50.42893000000001"," 2.83183","Association"
"44.337945"," 1.546262","Association"
"43.2951"," -0.370797","Association"
"50.95129000000001"," 1.8586859999999998","Association"
"43.304741799999995"," 5.3714382","Association"
"48.5734053"," 7.752111299999999","Association"
"48.846061999999996"," 1.525732","Association"
"47.2296777"," -1.5245583","Association"
"42.688659099999995"," 2.8948332","Association"
"48.856614"," 2.3522219000000004","Association"
"42.9620347"," 1.6066641","Association"
"48.856614"," 2.3522219000000004","Association"
"55.864236999999996"," -4.251806","Association"
"44.0128987"," 1.3507383","Association"
"43.7227081"," 6.066161","Association"
"48.856614"," 2.3522219000000004","Association"
"46.4992192"," -0.0542287","Association"
"48.788063699999995"," 2.4454039","Association"
"49.894067"," 2.295753","Association"
"48.5734053"," 7.752111299999999","Association"
"44.5561412"," 6.0779942","Association"
"48.805218599999996"," 2.1451458999999997","Association"
"45.7683367"," 3.0825498","Association"
"44.43935"," 0.1787819999999556","Association"
"43.6409922"," 5.0883069999999995","Association"
"50.95129000000001"," 1.8586859999999998","Association"
"48.8650915"," 2.3989973","Association"
"48.8336012"," 2.3057434999999997","Association"
"45.771263999999995"," 3.1198023","Association"
"47.3516079"," -0.7637704000000001","Association"
"45.764043"," 4.835659","Association"
"48.856614"," 2.3522219000000004","Association"
"43.325754499999995"," 5.437821899999999","Association"
"46.6705699"," -1.4314875","Association"
"50.739926399999995"," 2.7202007999999998","Association"
"48.8802453"," 2.3284507999999997","Association"
"48.867311699999995"," 2.3725555","Association"
"46.680563299999996"," -1.426067","Association"
"50.93755480000001"," 1.883411","Association"
"46.4229207"," 4.6546256999999995","Association"
"48.896022699999996"," 2.3587875","Association"
"48.896022699999996"," 2.3587875","Association"
"48.71752619999999"," 2.250652299999956","Association"
"45.750250199999996"," 6.2869416","Association"
"48.7282114"," 2.2735495","Association"
"49.0506294"," 2.0056927","Association"
"44.008767"," 4.872757","Association"
"45.1823811"," 5.7209114","Association"
"45.953973000000005"," -1.2733651","Association"
"45.91142"," -1.252994","Association"
"45.757641199999995"," 4.8445521","Association"
"48.198739599999996"," 3.2938902999999997","Association"
"47.2383099"," 6.020018299999999","Association"
"48.117266"," -1.6777925999999999","Association"
"45.768416800000004"," 3.0825849","Association"
"45.768416800000004"," 3.0825849","Association"
"48.856614"," 2.3522219000000004","Association"
"43.7618672"," 1.9823650000000002","Association"
"50.8109142"," 2.5832994","Association"
"43.7035439"," 7.2670955","Association"
"44.9798262"," -1.0880161","Association"
"45.457061"," 3.2368599999999788","Association"
"49.197733799999995"," 0.3520162","Association"
"50.629580999999995"," 3.1065788","Association"
"48.8675134"," 2.3638288999999997","Association"
"45.752683399999995"," 4.8466205","Association"
"49.035616999999995"," 2.0603249999999997","Association"
