,name,city,address,postcode,lat,lng,bubble_rating,star_rating,review_count,air_conditioning,free_internet,free_high_speed_internet_(_wifi_),public_wifi,wheelchair_access,restaurant,family_rooms,accessible_rooms,pets_allowed_(_dog_/_pet_friendly_),paid_wifi,refrigerator_in_room,kitchenette,microwave,paid_internet,chaine,rating_std
29106,hotel-restaurant le puy blanc,Bort-les-Orgues,Le Bourg,19200,45.455013,2.405504,4.5,0,11.0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.12060898179898934
29107,l'auberge du vieux chene,Champs-sur-Tarentaine-Marchal,34 route des Lacs,15270,45.39834000000001,2.561799,3.5,0,3.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.025583723411906827
29108,chateau de trancis,Ydes,7 la Gare de Saignes,15210,,,3.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007309635260544808
29109,chateau de mareges,Liginiac,Mareges,19160,45.39281,2.35582,5.0,0,33.0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0.40202993932996445
29110,hotel du lac,Neuvic,la Plage,19160,45.38617,2.291955,4.0,3,54.0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0.5262937387592261
29111,hotel lutea,La Bourboule,rue du Champ de Foire,15400,,,3.5,1,3.0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0.025583723411906827
29112,le commerce,Guichen,34 rue du General Leclerc,35580,47.967598,-1.796345,4.5,2,23.0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0.25218241648879586
29113,manoir le courtillon - chambres d'hotes et gite,Guichen,le Courtillon,35580,47.995327,-1.768584,5.0,0,54.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.6578671734490328
29114,chateau de bagatz,Guichen,,35580,48.110046,-1.701947,5.0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03654817630272404
29115,hotel de bretagne,Bruz,av. Joseph Jan - Lieu Dit le Haut Launay,,48.025574,-1.75561,4.5,0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13157343468980653
29117,inter hotel la chaussairie,Rennes,30 Avenue De La Chaussairie Chartres De Bretagne,35131,48.03462,-1.7122689999999998,4.5,3,94.0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1.030658571736818
29118,hotel bel air,Crevin,"Le Tirel, 4 route de Rennes",35320,47.937737,-1.670437,4.5,3,59.0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.6469027205582155
29120,hotel restaurant le foch,Cassel,41 Grand place,59670,50.79981,2.48686,4.5,0,91.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.9977652130643663
29121,la chatellerie du schoebeque,Cassel,32 rue du Marechal Foch,59670,50.79833,2.488566,4.0,0,103.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.003856575781487
29122,la maison des sources,Cassel,326 Rue Daire,,,,4.5,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032893358672451634
29123,fleur de lys hotel,Hazebrouck,5 avenue de Saint Omer,59190,50.72686,2.51738,3.0,3,20.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14619270521089617
29124,hotel du gambrinus,Hazebrouck,2 rue Nationale,59190,50.72336,2.539219,3.0,0,17.0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0.12426379942926173
29125,le bloemstraete,Renescure,1 rue de Bloem Straete,59173,50.735126,2.37517,4.5,0,12.0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0.13157343468980653
29126,hotel callecanes,Poperinge,Callicanesweg 12,8970,50.813667,2.639904,4.0,3,114.0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1.1110645596028108
29128,le relais de la poste,Thury-Harcourt,7 Rue de Caen,14220,48.9869,-0.476878,3.5,3,73.0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0.6225372696897328
29129,au site normand hotel-restaurant,Clecy,2 rue des Chatelets,14570,48.91655,-0.483296,4.5,3,109.0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1.195125365099076
29130,domaine de la pommeraye,La Pommeraye,Lieu Dit la Couture,14690,48.905247,-0.411504,4.5,0,99.0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1.085480836190904
29131,hotel du golf de clecy,Clecy,Cantelou,14570,48.895397,-0.510721,4.0,3,38.0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0.370354853200937
29132,hotel de la place,Aunay-sur-Odon,10 rue du 12 Juin 1944,14260,49.020622,-0.632655,4.0,3,68.0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0.6627402636227293
29133,chez fanny,Pont-d'Ouilly,1 Place du Marche,14690,48.87433,-0.408678,4.0,2,28.0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0.2728930497270062
29134,hotel restaurant le ty-lann,Saint-Ave,11 rue Joseph le Brix,56890,47.69,-2.74,4.0,2,74.0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0.7212173457070877
29135,moulin de lesnehue,Saint-Ave,Lesneve,56890,47.694313,-2.711439,5.0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.08527907803968943
29136,le guilloux,Saint-Ave,18 rue de Plaisance,56890,,,4.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009746180347393078
29138,premiere classe vannes,Vannes,,56000,47.669014,-2.722527,3.5,1,28.0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0.2387814185111304
29139,quick palace vannes,Vannes,Rue du Chapeau Rouge,56000,47.668163,-2.721807,4.0,1,68.0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0.6627402636227293
29140,b&b hotel vannes est golfe du morbihan,Vannes,ZA Le Chapeau Rouge,56000,47.66802,-2.72257,3.0,2,45.0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0.3289335867245164
29143,hotel des sapins,Lanarce,Lanarce,07660,44.73935,3.994292,4.0,0,44.0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0.4288319352852954
29144,domaine du mas du taillet,Lanarce,le Mas du Taillet,07660,44.72076,4.0281699999999985,4.5,0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15350234047144098
29145,les cevennes,Saint-Cirgues-en-Montagne,1 rue des Cousines,07510,44.754288,4.09515,4.5,2,58.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0.6359382676673984
29146,grand hotel de la poste,Langogne,13 avenue du Marechal Foch,48300,44.72771,3.856149,3.5,0,40.0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0.3411163121587577
29149,l'auberge de barnas,Barnas,route Nationale 102,07330,44.66826,4.169177,4.0,2,40.0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0.3898472138957231
29150,hotel le tanargue,Valgorge,le Village,07110,44.59,4.12,4.5,3,77.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8442628725929253
29151,auberge le romarin,Valgorge,Saint Martin,07110,44.591057,4.113746,4.5,0,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25218241648879586
29152,l'xperience,Valgorge,Quartier Saint Martin,07110,44.59107,4.11788,5.0,0,5.0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0.060913627171206734
29154,l'auberge de barnas,Barnas,route Nationale 102,07330,44.66826,4.169177,4.0,2,40.0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0.3898472138957231
29155,auberge de la tour de brison,Sanilhac,La Chapelette,07110,44.535854,4.250028,4.5,0,63.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.6907605321214844
29156,la chataigneraie,Sanilhac,Quartier Laval,07110,,,4.0,0,13.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.12670034451611
29157,la bastide de sanilhac,Sanilhac,Quartier Laval,07110,44.540836,4.258474,4.5,3,91.0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0.9977652130643663
29158,chateau la milliere,Saint-Mathurin,,85150,,,4.0,0,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2728930497270062
29159,la petite echauguette,Saint-Mathurin,4 Rue du Port la Vallee,49250,,,5.0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060913627171206734
29160,brit hotel vendee mer,La Mothe Achard,Les Landes - ZA Sud Est des Achards,85150,46.60174,-1.65307,4.5,3,29.0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0.3179691338336992
29161,brit hotel vendee mer,La Chapelle-Achard,4 B rue Michel Breton,85150,46.602104,-1.653978,3.0,3,6.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0.04385781156326885
29163,ibis budget les sables - olonne sur mer,Olonne-sur-Mer,90 boulevard du Vendee Globe,85340,46.51387,-1.7703650000000002,4.0,0,116.0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1.130556920297597
29165,hotelf1 brest nord kergaradec,Guipavas,17 rue Henri Becquerel,29490,48.431435,-4.443701,3.0,1,14.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.10233489364762731
29166,la chataigneraie,Guipavas,Lieu Dit Keraveloc,29490,48.403156,-4.444781,4.5,0,7.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.07675117023572049
29167,la-haut sur la colline,Guipavas,Lieu Dit Menez Meur,29490,48.42399,-4.35801,5.0,0,6.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.07309635260544808
29168,brit hotel brest le relecq-kerhuon,Le Relecq-Kerhuon,2 Rue Robert Schuman,29480,48.399193,-4.408283,4.0,2,30.0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0.29238541042179234
29170,b&b hotel brest kergaradec,Gouesnou,32 B avenue du Baron Lacrosse,29850,48.43254500000001,-4.45953,3.0,2,44.0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0.32162395146397155
29171,campanile brest - gouesnou,Gouesnou,Zone Industrielle De Kergaradec 30 avenue du Baron Lacrosse,29850,48.432,-4.461837999999998,3.5,3,79.0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0.6737047165135465
29172,premiere classe brest - gouesnou,Gouesnou,Zone Industrielle De Kergaradec 30 B avenue du Baron Lacrosse,29850,48.432144,-4.4625330000000005,3.0,2,102.0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0.7455827965755705
29174,premiere classe metz nord - talange,Talange,Zone D Activite Nord,57525,49.239925,6.174285,4.0,1,68.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6627402636227293
29175,hotel du triangle,Talange,55 rue des Allies,57525,,,2.5,0,14.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.08527907803968943
29176,hotel du centre,Hagondange,7 rue Anatole France,57300,49.252018,6.167366,3.5,2,59.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5031465604341676
29177,best hotel hagondange / amneville,Hagondange,"50, Rue du 11 Novembre",57300,49.250298,6.157705,3.5,3,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24730932631509933
29178,hotel orion,Amneville,rue des Thermes,57360,49.250233,6.140956,4.0,0,109.0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1.0623336578658455
29179,hotelf1 metz ennery,Ennery,1 rue Gay Lussac,57365,49.230606,6.216293,3.5,1,21.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.1790860638833478
29181,hotel de la jonte,Saint-Pierre-des-Tripiers,Les Douzes,48150,44.228172,3.273969,4.5,0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14253788758062375
29182,le choucas,Saint-Pierre-des-Tripiers,La Volpiliere,48154,44.24723,3.30045,5.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012182725434241346
29184,hotel doussiere,Le Rozier,route de Meyrueis,48150,44.19053,3.208737,4.5,0,105.0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1.1512675535358072
29185,le grillon,Les Vignes,34 route de la Malene,48210,44.28069,3.229037,4.5,0,21.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0.23025351070716146
29186,manoir de montesquiou,La Malene,,48210,44.30146,3.3207949999999995,4.0,3,101.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9843642150867008
29187,le clos d'is hotel restaurant,Riviere-sur-Tarn,Route des Gorges du Tarn,12640,44.189228,3.135424,3.5,0,26.0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0.22172560290319251
29188,le relais du parisis,Villeparisis,2 avenue Jean Monnet,77270,48.949013,2.624536,3.5,2,58.0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0.49461865263019866
29189,formule 1 villeparisis,Villeparisis,77270 Villeparisis Av du Jura,77270,,,2.5,0,20.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.12182725434241347
29190,hotelf1 villeparisis,Villeparisis,ZAC de L'Ambresis,77270,,,2.0,0,6.0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0.029238541042179232
29192,comfort hotel chelles marne-la-vallee,Chelles,6 rue de l'Ormeteau,77500,48.889145,2.593808,3.0,3,49.0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0.3581721277666956
29193,ace hotel paris roissy,Mitry-Mory,ZAC de la Villette aux Aulnes - Rue Galilee,77290,48.972374,2.584247,4.0,0,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26314686937961307
29194,hotel acadie,Tremblay-En-France,24 rue Marcel Paul Centre,93290,48.965122,2.562449,4.0,3,45.0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.4385781156326885
29195,campanile villepinte - parc des expositions,Villepinte,2 A 8 Rue Jean Fourgeaud,93420,48.96123,2.553212,3.5,3,96.0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0.8186791491810185
29196,hotel burnichon,Tarare,Grange Cleard,69170,45.89,4.44,4.0,2,59.0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0.5750246404961916
29197,les jardins de l'hacienda,Tarare,92 route de Feurs,69170,45.885605,4.431903,4.5,0,54.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.5920804561041294
29198,un manoir a tarare,Tarare,28 Route de Feurs,69170,45.892994,4.434198,4.0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.009746180347393078
29199,hotel restaurant le saint clement,Saint-Clement-sur-Valsonne,Place de l Eglise,69170,45.924126,4.453858,4.0,2,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22416214799004078
29200,le chatard hotel,Lyon,1 allee du mas,69490,45.878746,4.559061,3.5,3,74.0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.6310651774937017
29201,cote hotel,Legny,les Ponts Tarrets,69620,45.90641,4.575087,4.5,2,92.0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1.0087296659551834
29203,domaine des mollieres,Grandris,le Brule,69870,,,4.0,0,9.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0.0877156231265377
29204,hotel au vieux logis,Saint-Loubes,92 avenue de la Republique,33450,44.916912,-0.426346,3.5,0,3.0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0.025583723411906827
29205,le coq sauvage,Saint-Loubes,71 avenue du Port,33450,,,2.5,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01827408815136202
29206,3b hotel de bordeaux,Ambares-et-Lagrave,66 avenue de la Liberation,33440,,,3.5,2,29.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.24730932631509933
29208,hotel l'entre 2 mers,Carbon-Blanc,56 avenue Austin Conte,33560,44.89605,-0.499223,3.0,2,18.0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0.13157343468980653
29209,hotel gardenia,Yvrac,Lotissement la Croix du Flaman,33370,44.867695,-0.469149,4.0,3,103.0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1.003856575781487
29210,inter-hotel corintel,Tresses,14 avenue du Perigord,33370,44.865562,-0.468347,4.5,3,83.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.9100495899378286
29211,hotel montbrison - les etoiles du forez,Savigneux,ZAC de service de Cremerieux,42600,45.608448,4.085453,4.5,2,45.0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0.49340038008677456
29212,hotel restaurant carpe diem,Savigneux,140 route de la Dombes,01480,46.00067,4.8486699999999985,4.5,2,8.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0877156231265377
29214,inter-hotel marytel,Montbrison,95 route de Lyon,42600,45.60991,4.094114,4.0,3,80.0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0.7796944277914462
29215,le gil de france,Montbrison,18 B boulevard Lacheze,42600,45.604694,4.06556,3.0,0,33.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.24121796359797867
29216,hostellerie del matin calme,Montverdun,Lieu Dit le Pre de l Ane,42130,45.708458,4.0645690000000005,5.0,0,16.0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0.19492360694786154
29217,cirius hotel,Montrond-les-Bains,Boulevard du Chateau,42210,45.64203,4.23487,3.5,0,17.0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0.14497443266747204
29218,hotel des voyageurs,Saint-Antheme,Place de l Aubepin,63660,,,3.5,2,29.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.24730932631509933
29219,auberge les moulieres,Carnoux-en-Provence,Avenue d'Aubagne,13470,43.262062,5.579058,3.0,0,30.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.21928905781634425
29224,le clos des aromes,Cassis,10 rue Abbe Paul Mouton,13260,43.21611,5.5379999999999985,3.5,0,113.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9636535818484906
29226,lemon hotel - mery sur oise/cergy,Mery sur Oise,Zones Artisanales Les Bosquets,95540,49.04766,2.16516,1.5,1,21.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.07675117023572049
29227,campanile taverny,Taverny,Centre Commercial Les Portes De Taverny A115,95158,49.028347,2.1961060000000003,3.0,3,128.0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0.9356333133497354
29228,ibis budget cergy pierrelaye,Pierrelaye,"14, Ile de France 95480",95480,49.022663,2.141424,3.0,2,139.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.0160393012157283
29229,premiere classe saint ouen l'aumone,Saint-Ouen-l'Aumone,Cite De L'Auto,95310,49.034042,2.11697,3.0,1,37.0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0.2704565046401579
29230,premiere classe herblay,Herblay,Rue Rene Coty Angle Avenue De La Liberation,95220,49.002357,2.185669,3.0,1,95.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6944153497517568
29231,b&b hotel herblay,Herblay,255 boulevard du 8 Mai 1945,95220,48.99904,2.18111,3.0,2,23.0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0.1681216109925306
29232,hotel la roche du marais,Omonville-la-Petite,le Hameau Mesnil,50440,49.70305,-1.87956,4.0,2,48.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4678166566748677
29233,la fossardiere,Omonville-la-Petite,Hameau la Fosse,50440,49.698402,-1.869364,5.0,0,59.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7187808006202394
29234,maison du chevalier de rantot,Omonville-la-Petite,Hameau Fleury,50440,49.70032,-1.88173,4.0,0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10720798382132385
29238,kyriad cherbourg - equeurdreville,Equeurdreville-Hainneville,200 rue de la Paix,50120,49.654427,-1.65533,3.0,3,67.0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0.48974556245650214
29239,brit hotel cherbourg,Cherbourg-Octeville,12 rue Joliot Curie,50130,49.629555,-1.641782,3.5,2,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.06822326243175154
29241,le clos de clesse,Clesse,ruelle Sainte Marie,71260,46.41601,4.81438,5.0,0,57.0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0.6944153497517568
29242,en germolles,Clesse,route de Germolles,71260,46.41105,4.816319999999998,5.0,0,21.0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0.2558372341190683
29245,p'tit dej-hotel macon-la salle-a6,Saint-Albain,Aire De Macon La Salle,71260,46.42167,4.8719199999999985,3.0,2,15.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.10964452890817213
29246,chateau de fleurville,Fleurville,rue du Glamont,71260,46.444077,4.881442,4.0,3,101.0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0.9843642150867008
29248,best hotel paris sud / grigny,Grigny,8 avenue des Tuileries,91350,48.650867,2.394848,3.0,2,17.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.12426379942926173
29249,ibis budget grigny,Grigny,10 Avenue des Tuileries,91350,48.650906,2.394447,3.0,2,7.0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0.051167446823813655
29251,ibis budget viry chatillon a6,Viry-Chatillon,39/45 Avenue du President Kennedy,91178,48.662598,2.36955,3.0,2,142.0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1.0379682069973628
29252,logis hotel des lacs,Viry-Chatillon,Octave Longuet,91170,48.668446,2.381901,3.0,3,32.0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0.23390832833743386
29253,kyriad viry - chatillon,Viry-Chatillon,80 avenue du General de Gaulle,91170,48.677776,2.3858330000000003,3.5,3,56.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0.4775628370222608
29254,comfort hotel orly draveil,Draveil,46 avenue de Bellevue,91210,48.68682,2.390313,4.0,3,45.0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0.4385781156326885
29255,campanile epinay sur orge,Epinay-sur-Orge,Rue Du Grand Vaux,91360,48.67693,2.336093,3.5,3,42.0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0.3581721277666956
29256,hotel restaurant le val d'aron,Cercy-la-Tour,5 rue des Ecoles,58340,,,2.5,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060913627171206734
29257,haras de coddes,Cercy-la-Tour,1 rue des Haras,58340,46.84907000000001,3.653633,4.5,0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1754312462530754
29258,chateau le bailly,Chateau Chinon,Le Bailly,58340,46.92296,3.67772,3.0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.051167446823813655
29259,hotel bristol thermal,Saint-Honore-les-Bains,16 rue Joseph Duriaux,58360,46.903545,3.833552,4.0,0,13.0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0.12670034451611
29260,hotel du port de decize,Decize,La Jonction,58300,46.822968,3.455146,4.0,0,41.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3995933942431162
29261,hotel de l'agriculture,Decize,20 route de Moulins,58300,46.827103,3.455257,3.5,2,28.0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.2387814185111304
29263,hotel restaurant du lauragais,Villefranche-de-Lauragais,15 rue de la Republique,31290,43.39605,1.719602,4.0,2,58.0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0.5652784601487985
29264,la maison de charlotte,Villefranche-de-Lauragais,195 rue de la Republique,31290,43.40101,1.713688,4.5,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04385781156326885
29265,chambres d'hotes fontaine de barreau,Villefranche-de-Lauragais,1 B Chemin Fontaine de Barreau,31290,,,4.0,0,9.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0877156231265377
29266,hotel auberge du pastel,Nailloux,route de Villefranche,31560,43.3576,1.635933,4.0,3,51.0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0.4970551977170469
29267,l'enclos motel,Donneville,20 route Departementale 813,31450,43.472507,1.552561,4.0,0,26.0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0.25340068903222
29268,peniche kapadokya,Mas-Saintes-Puelles,Ecluse de la Mediterranee,11400,43.330402,1.861243,4.5,0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14253788758062375
29269,auberge du poids public,Saint-Felix-Lauragais,"Route de Toulouse,",31540,43.449806,1.885148,4.0,3,71.0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0.6919788046649085
29270,hotel restaurant le garenne,Auterive,,,43.34859,1.472141,4.0,0,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4678166566748677
29271,hotel les rochers,La Balme-de-Sillingy,24 route de Paris,74330,45.95947,6.0406900000000014,3.5,0,29.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.24730932631509933
29272,hotel & restaurant la chrissandiere,La Balme-de-Sillingy,24 route de Paris,74330,,,3.0,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07309635260544808
29274,inter hotel annecy aeroport,Metz-Tessy,Parc D Activite des Longeray,74370,45.93547,6.107749,3.0,2,110.0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0.8040598786599289
29275,b&b hotel annecy,Argonay,50 impasse de la Lecherte,74370,45.9436,6.1299199999999985,3.5,2,78.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0.6651768087095775
29276,hotel restaurant bellevue,Annecy,90 avenue de Geneve,74000,45.92,6.12,4.0,0,65.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.63350172258055
29277,p'tit dej-hotel samhotel,Villy-le-Pelloux,148 impasse des Glaises,74350,45.99416400000001,6.128113,3.0,2,23.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.1681216109925306
29278,logis hotel restaurant annecy nord / argonay,Argonay,3 Place Arthur Lavy,74370,45.944702,6.1402160000000015,3.5,3,92.0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.7845675179651428
29279,good night hotel,Arques,45 rue Jean Baptiste Colbert,62510,50.71859,2.317866,3.5,2,48.0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0.40933957459050924
29280,lemon hotel arques,Arques,50 rue Jean Baptiste Colbert,62510,50.72022,2.322755,3.0,1,15.0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0.10964452890817213
29281,formule 1 arques saint omer,Arques,Avenue du General de Gaulle,62510,,,3.0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051167446823813655
29282,hotel balladins dieppe,Saint-Aubin-sur-Scie,113 impasse de la Maison Blanche,76550,49.898296,1.078183,3.5,2,104.0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0.8869024116127701
29284,b&b hotel dieppe saint aubin,Saint-Aubin-sur-Scie,500 rue de la Providence,76550,49.90009000000001,1.0757,3.5,2,93.0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0.7930954257691116
29285,hotel crocus dieppe,Saint-Aubin-sur-Scie,479 rue de la Providence,76550,49.89969,1.074632,3.5,2,81.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.6907605321214844
29287,hotel akm,Crouy,3 rue du Stade,02880,,,3.0,0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.007309635260544808
