,name,city,address,postcode,lat,lng,bubble_rating,star_rating,review_count,air_conditioning,free_internet,free_high_speed_internet_(_wifi_),public_wifi,wheelchair_access,restaurant,family_rooms,accessible_rooms,pets_allowed_(_dog_/_pet_friendly_),paid_wifi,refrigerator_in_room,kitchenette,microwave,paid_internet,chaine,rating_std,rating_std2
15782,hotel du commerce,Plombieres les Bains,16 rue Camillo Benso DI Cavour,88370,47.96139,6.45317,3.0,0,9.0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0.06578671734490327,0.4314742868638658
15786,campanile saint quentin en yvelines,Saint-Quentin-en-Yvelines,Centre Commercial Regional Place Georges Pompidou,78180,48.783268,2.042912,3.5,3,106.0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0.903958227220708,0.9563959164312407
15788,kyriad saint quentin en yvelines - montigny,Montigny-le-Bretonneux,26 avenue des 3 Peuples,78180,48.77729,2.022646,3.5,3,68.0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0.5798977306698881,0.7761409275297841
15790,best western paris saint quentin,Montigny-le-Bretonneux,3 rue Jean Pierre Timbaud,78180,48.79302,2.035726,3.0,3,67.0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0.48974556245650214,0.7066003225555625
15791,auberge du manet,Montigny-le-Bretonneux,61 avenue du Manet,78180,48.76424,2.020736,3.0,3,103.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0.7528924318361152,0.8773682067779949
15792,campanile voisins le bretonneux,Voisins-le-Bretonneux,7 rue des Tilleuls,78960,48.75841,2.0563,3.0,3,101.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0.7382731613150256,0.867881102098971
15796,ibis budget versailles trappes,Trappes,Centre de Vie Immoparc,78197,48.766636,1.974183,3.0,2,107.0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0.7821309728782945,0.8963424161360429
15797,residhome appart hotel paris-guyancourt,Guyancourt,6 boulevard du Chateau,78280,48.77386,2.07156,3.5,3,78.0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0.6651768087095775,0.8235764509249043
15799,premiere classe versailles - st-cyr-l'ecole,Saint Cyr l'Ecole,Rue Du Pont De Dreux,78210,48.79713,2.058534,3.0,1,128.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.9356333133497354,0.9959570152657953
15805,all suites appart hotel orly rungis,Rungis,16 rue du Pont des Halles,94150,48.75806400000001,2.347379,3.5,3,104.0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0.8869024116127701,0.9469088117522166
15806,b&b hotel orly rungis,Rungis,4 rue Mondetour,94656,48.75662,2.34729,3.5,2,50.0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0.42639539019844713,0.6907569854185679
15808,premiere classe orly rungis,Rungis,Zone Dactivite Delta 18 rue du Pont des Halles,94150,48.759666,2.34615,3.0,2,134.0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0.9794911249130043,1.0244183293028672
15809,hotel restaurant maison blanche,Rungis,8 avenue de la Gare,94150,,,3.0,2,28.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.20466978729525462,0.521601781314594
15810,hotelf1 rungis orly,Rungis,7 rue du Pont des Halles,94656,48.75602,2.348418,3.0,1,46.0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0.3362432219850612,0.6069857234258103
15811,kyriad orly - rungis,Rungis,2 rue Mondetour,94150,48.75689000000001,2.34748,2.5,3,135.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0.8223339668112909,0.9643648290076698
15812,euro hotel orly rungis,Rungis,ZAC du Parc Medicis,94260,48.753986,2.336687,2.0,3,106.0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0.5165475584118331,0.7620047585271118
15814,hotel - restaurant le square,Capvern-les-Bains,20 rue du Casino,65130,,,3.0,0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.014619270521089616,0.3982694204872817
15815,city residence termalia,Capvern-les-Bains,39 rue du Casino,65130,43.12046,0.30935,2.5,2,14.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.08527907803968943,0.3903949959267163
15820,grand hotel du laca,Capvern,705 route du Laca,65130,43.12374000000001,0.297931,3.0,2,6.0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0.04385781156326885,0.41724362984532976
15821,hotel restaurant les ardides,Bonnemazon,938 D,65130,,,3.0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.007309635260544808,0.3935258681477697
15824,hotel restaurant saint vincent,Bagneres-de-Bigorre,31 rue du Marechal Foch,65200,43.0652,0.15034,3.5,0,45.0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0.38375585117860245,0.6670392237210079
15828,maeva residence les terrasses de theoule multivacances,Theoule sur Mer,19 boulevard de l Esterel,06590,,,3.5,0,13.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.11086280145159626,0.5152455488566234
15829,hotel de la tour de l'esquillon,Theoule sur Mer,Avenue de Miramar,06590,43.487633,6.944483999999999,3.0,0,22.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.16081197573198577,0.4931404672775219
15833,villa saint camille,Theoule sur Mer,68 avenue Corniche D Or,06590,43.50124,6.95302,3.5,0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15350234047144098,0.5389633105541836
15834,riviera beach hotel,Mandelieu-la-Napoule,Port de la Rague,06210,,,3.0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03654817630272404,0.41250007750581774
15837,hotel restaurant l'o,Mandelieu-la-Napoule,Place du Chateau,06210,43.52375,6.9417300000000015,3.5,0,47.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.4008116667865403,0.6765263284000319
15849,hotel port et lac,Doussard,Bredannaz,74210,45.81399,6.20927,3.0,0,33.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.24121796359797867,0.545319543012154
15850,hotel du bourg,Ugine,4 rue de l Eglise,73400,45.752995,6.420673000000002,3.5,2,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1364465248635031,0.5294762058751595
15857,valinco village,Serra-di-Ferro,Porto Pollo,20140,41.711185,8.799094,2.5,0,57.0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0.3472076748758784,0.5943677465257328
15858,les terrasses de l'escale,Serra-di-Ferro,,20140,,,2.0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014619270521089616,0.2734188675573745
15869,appart hotel residence maloc,Malaucene,10 avenue de Verdun,84340,,,3.0,3,8.0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0.058477082084358464,0.4267307345243538
15870,le blueberry,Malaucene,12 Cours Isnards,84340,44.17409,5.13306,3.0,0,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20466978729525462,0.521601781314594
15892,hotel le saint germain,Pezenas,6 avenue Paul Vidal de la Blache,34120,43.45873,3.415071,3.5,3,54.0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0.4605070214143229,0.7097311947766161
15893,b&b hotel pezenas,Pezenas,Rue des Freres Bouillon,34120,43.4478,3.41163,3.5,2,64.0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0.5457860994540124,0.7571667181717361
15925,le relais de gascogne,Auch,5 avenue de la Marne,32000,,,3.5,0,8.0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0.06822326243175154,0.4915277871590634
15928,hotel samaran,Seissan,Rue du Marche,32260,43.492096,0.595052,3.5,2,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11086280145159626,0.5152455488566234
15942,le relais des iles,Coudeville-sur-Mer,3 avenue de la Mer,50290,48.88807,-1.569673,3.5,2,121.0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1.0318768442802422,1.0275492015239207
15943,chateau les hauts de la baie du mont saint michel,Saint-Jean-le-Thomas,7 avenue de la Liberation,50530,48.731636,-1.521542,3.5,0,49.0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0.4178674823944782,0.6860134330790559
15944,hotel-restaurant des bains,Saint-Jean-le-Thomas,8 allee Clemenceau,50530,48.73045,-1.519947,3.5,2,46.0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0.3922837589825714,0.67178277606052
15953,residence goelia le domaine du moulin blanc,Gordes,Chemin du Moulin Les Baumettes,84220,43.8787,5.2116,3.5,3,126.0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1.0745163833000868,1.0512669632214808
15964,hotel les pieux,Les Pieux,67 rue Centrale,50340,,,3.5,2,14.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1193907092555652,0.5199891011961355
15969,hotel-restaurant le rancho,Labenne,14 avenue Jean Lartigau,40530,43.597244,-1.425843,3.0,0,42.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.30700468094288197,0.5880115140677622
15974,belambra clubs - les vignes,Capbreton,Chemin des Alouettes,40130,43.63609,-1.444419,3.5,3,124.0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1.057460567692149,1.0417798585424567
15980,hotel l'auberge des platanes,La Roque-Gageac,le Bourg,24250,44.83398,1.191615,2.5,0,103.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6274103598634294,0.8125711541432854
15985,le relais des cinq chateaux,Vezac,Le Bourg,24220,44.83374,1.161726,3.0,0,63.0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0.4605070214143229,0.6876261131975144
15990,kyriad carentan,Carentan,Rue Du Mesnil St Hilaire Petitville,50500,49.302433,-1.220177,3.5,2,97.0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0.8272070569849874,0.9137039453756325
15994,hotel de france,Isigny-sur-Mer,rue Emile Demagny,14230,49.31842,-1.10114,3.5,2,86.0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0.7334000711413291,0.8615248696410004
16000,logis le mas du colombier hotel,Cadenet,Route de Pertuis,84160,43.73,5.38,3.5,3,30.0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0.2558372341190683,0.5958859386283277
16006,hostellerie le paradou,Lourmarin,Road of Apt,84160,43.771553,5.356032,3.0,2,52.0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0.38010103354833,0.6354470374628823
16012,hotel la darentasia,La Lechere,rue des Thermes,73260,45.51442700000001,6.484607,3.5,2,10.0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0.08527907803968943,0.5010148918380875
16014,hotel rive droite,La Lechere,Parc Thermal,73260,45.517754,6.482538,2.0,2,7.0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0.03411163121587577,0.29239307691542255
16015,le sainte-helene,Sainte-Helene-sur-Isere,1842 Chemin du Roy,73460,45.61517,6.307667,3.5,0,9.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.07675117023572049,0.49627133949857544
16016,hotel balladins albertville/tournon,Tournon,Rue du Bois de l_Isle,73460,45.63417000000001,6.326835,3.5,2,68.0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0.5798977306698881,0.7761409275297841
16018,hotel le roma,Albertville,85 Chemin du Pont Albertin,73200,45.657867,6.376972,3.0,3,74.0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.5409130092803158,0.7398051889321466
16019,les 4 vallees,Albertville,70 rue de la Combe de Savoie,73200,45.65927,6.383091,3.0,2,45.0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0.3289335867245164,0.6022421710862982
16021,hotel aurelia,Les Arcs sur Argens,quartier le Pont D Argens,83460,43.44659,6.47211,3.0,0,35.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2558372341190683,0.5548066476911782
16022,les arcs chalets,Les Arcs sur Argens,,,,,3.5,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051167446823813655,0.4820406824800394
16028,l'oree du bois hotel,Le Muy,Quartier Sainte Roseline,83490,43.478607,6.521730000000002,3.0,3,126.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.9210140428286459,0.9864699105867711
16029,au relais de trans,Trans-en-Provence,Quartier de Cognet,83720,43.512592,6.481606,3.0,0,86.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6286286324068535,0.7967278170062908
16030,hostellerie du moulin de la foux,Draguignan,941 Chemin Saint Jean,83300,43.517815,6.477629,3.5,0,39.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.33258840435478876,0.6385779096839358
16032,hotel le victoria,Draguignan,52 avenue Lazare Carnot,83300,43.532944,6.470695,3.0,3,43.0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0.31431431620342676,0.5927550664072743
16035,hotel etche ona,Pyla-sur-Mer,255 boulevard de l Ocean,33115,44.61234,-1.2023700000000002,3.0,0,132.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9648718543919147,1.0149312246238433
16036,la guitoune,Pyla-sur-Mer,95 boulevard de l Ocean,33115,44.629993,-1.20247,2.5,0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10964452890817213,0.4093692052847643
16039,yatt hotel,Arcachon,253 boulevard Cote D Argent,33120,44.641262,-1.201899,3.0,0,58.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.42395884511159887,0.6639083514999544
16040,hotel les buissonnets,Arcachon,12 avenue Louis Garros,33120,44.64041,-1.20052,3.5,0,12.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.10233489364762731,0.5105019965171115
16049,hotel le pradet,Vacqueyras,Route de Vaison la Romaine,84190,44.14033,4.984666000000002,3.5,3,58.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49461865263019866,0.728705404134664
16053,les geraniums,Le Barroux,Pl de la Croix,84430,44.136402,5.099931,3.0,3,98.0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0.7163442555333912,0.8536504450804349
16056,sol hotel,Banyuls-sur-mer,114 Lieu Dit le Cap Doune,66650,42.46753,3.107324,3.0,0,90.0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0.6578671734490328,0.8157020263643389
16068,hotel du centre,Entraygues-sur-Truyere,1 Place de la Republique,12140,44.64592,2.56522,3.5,0,28.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2387814185111304,0.5863988339493037
16069,hotel les 2 vallees,Entraygues-sur-Truyere,7 avenue du Pont de Truyere,12140,,,3.0,3,31.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22659869307688904,0.5358324383331301
16075,hotel sainte foy,Conques,,12320,44.599525,2.397439,3.5,0,92.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7845675179651428,0.8899861836780725
16096,hotel des jardins,Vincennes,39 rue de Fontenay,94300,48.84774,2.44138,3.5,0,49.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.4178674823944782,0.6860134330790559
16097,hotel le blason,Vincennes,30 avenue de Paris,94300,48.84511,2.434478,3.0,3,50.0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0.3654817630272404,0.6259599327838583
16098,hotel trianon,Vincennes,44 rue des Laitieres,94300,48.84702,2.4212130000000003,1.5,2,41.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.14984752284116856,0.3888768038241214
16100,ibis orleans centre gare,Paris,17 Ave De Paris,,,,3.0,0,5.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.03654817630272404,0.41250007750581774
16102,ideal hotel,Montreuil,190 rue de Paris,93100,48.855774,2.422577,3.0,0,6.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.04385781156326885,0.41724362984532976
16113,hotel residel,Sevrier,20 Chemin des Aires,74320,45.85352,6.143454,3.5,2,75.0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0.6395930852976707,0.8093457939063682
16117,auberge de la bruyere,Pouzauges,18 rue du Docteur Barbanneau,85700,46.78,-0.83,3.5,0,42.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0.3581721277666956,0.6528085667024719
16122,les 3 piliers,Le Boupere,1 rue General de Gaulle,85510,46.79424,-0.92617,3.5,0,23.0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0.1961418794912857,0.5626810722517436
16123,hotel le cheval blanc,Cerizay,33 avenue du 25 Aout,79140,46.82101,-0.67152,3.5,2,24.0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.20466978729525462,0.5674246245912556
16125,domaine de la boulaie,Treize-Vents,,85590,46.913757,-0.850233,3.5,0,69.0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.5884256384738571,0.7808844798692962
16127,hotel la garrigue,Venasque,Route De L'appie,84210,43.98868,5.16107,3.0,2,39.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.2850757751612475,0.5737808570492262
16135,la contadine,Pernes-les-Fontaines,18 rue de la Condamine,84210,,,3.5,0,13.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.11086280145159626,0.5152455488566234
16139,les chalets de celine,Hauteluce,Village,73620,45.756348,6.539379,3.5,0,68.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.5798977306698881,0.7761409275297841
16141,hostellerie du doron,Beaufort,Place de l Eglise,73270,45.72,6.57,3.5,0,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24730932631509933,0.5911423862888157
16145,le tetras,Notre Dame de Bellecombe,les Frasses,73590,45.78966,6.54581,3.5,3,42.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0.3581721277666956,0.6528085667024719
16148,comfort hotel au firmament,Asnieres-sur-Seine,58 rue de la Sabliere,92600,48.906517,2.269304,3.0,2,26.0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0.190050516774165,0.51211467663557
16149,hotel les jardins d'asnieres,Asnieres-sur-Seine,83 boulevard Voltaire,92600,48.915455,2.292303,2.0,2,26.0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0.12670034451611,0.38252057136615075
16155,ibis budget gennevilliers asnieres,Gennevilliers,4 rue Georges Corete,92230,48.918167,2.307077,3.5,2,135.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.1512675535358072,1.093958934277089
16156,hotel des chasses,Clichy,49 rue Pierre Beregovoy,92110,48.905376,2.301417,3.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014619270521089616,0.3982694204872817
16157,hotel royal colombes,Colombes,8 avenue de l Agent Sarre,92700,48.92392,2.2608,3.0,2,43.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31431431620342676,0.5927550664072743
16159,hotel henry,Puy-l'Eveque,23 rue du Docteur Rouma,46700,44.50249,1.13949,3.5,0,59.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5031465604341676,0.733448956474176
16163,residence odalys claire rive,Prayssac,Lieu Dit Balat Grand,46220,44.49539,1.181484,3.0,3,42.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30700468094288197,0.5880115140677622
16166,brit hotel vallee du lot,Fumel,Place Leo Lagrange,47500,44.496696,0.96888,3.0,3,47.0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0.34355285724560597,0.6117292757653223
16170,hotel de la poste,Vitry-le-Francois,1 rue Sainte Croix,51300,48.72467,4.5869800000000005,3.5,3,36.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.30700468094288197,0.6243472526653997
16171,le carnot,Vitry-le-Francois,23 rue de l Hotel de Ville,51300,48.72371,4.5882,3.0,0,1.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.007309635260544808,0.3935258681477697
16175,castor hotel,Vitry-le-Francois,Zone Industielle Vitry Marolles,53300,,,3.5,0,32.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.2728930497270062,0.6053730433073516
16177,hotel du midi,La Chaussee-sur-Marne,1 rue du Colonel Caillot,51240,,,3.5,2,15.0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0.12791861705953414,0.5247326535356475
16180,hotel picardy,Saint-Dizier,15 avenue de Verdun,52100,48.63933,4.94707,3.0,2,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1754312462530754,0.502627571956546
16187,hotel-restaurant des vosges,Lutzelbourg,2 rue Ackermann,57820,48.73432,7.25133,3.0,2,24.0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0.1754312462530754,0.502627571956546
16190,logis hotel notre-dame,Danne-et-Quatre-Vents,1 Bonne Fontaine,57370,48.775448,7.296374,3.5,0,29.0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0.24730932631509933,0.5911423862888157
16194,alphee hotel,Bareges,1 route Labatsus,65120,42.89618,0.06295,2.5,0,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14010134249377548,0.4330869669823244
16195,hotel de l'europe,Bareges,5 rue Madame de Maintenon,65120,,,2.5,0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048730901736965385,0.3619336818896442
16201,hotel de londres,Luz-Saint-Sauveur,8 rue du Pont de Luz,65120,42.873947,-0.003295,3.5,3,58.0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0.49461865263019866,0.728705404134664
16202,touristic hotel,Luz-Saint-Sauveur,Esquieze Sere,65120,,,3.5,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025583723411906827,0.46781002546150335
16209,hotel bureau la cigaliere,Le Beausset,537 Chemin de la Pierre Mouraou,83330,43.208263,5.814962,3.5,0,46.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.3922837589825714,0.67178277606052
16218,hotel noz vad,Carhaix-Plouguer,12 boulevard de la Republique,29270,48.27638,-3.57588,3.5,2,37.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31553258874685086,0.6290908050049118
16225,hotel henri iv,Sully-sur-Loire,1 rue Porte de Sologne,45600,47.765587,2.375853,3.5,2,45.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.38375585117860245,0.6670392237210079
16231,mape hotel,Dampierre-en-Burly,,45570,47.7606,2.50699,3.5,2,10.0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0.08527907803968943,0.5010148918380875
16235,la domaine du dourdy,Loctudy,Rue du Dourdy,29750,,,3.5,0,3.0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.025583723411906827,0.46781002546150335
16238,manoir de penavir,Loctudy,Rue du Commandant de Carfort,29750,47.83251,-4.177069,3.5,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03411163121587577,0.47255357780101537
16240,la tour d'auvergne hotel restaurant,Quimper,22 place Gambetta,29120,47.864677,-4.222422,3.0,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07309635260544808,0.4362178392033778
16245,hotel vila,Frontignan,17 avenue Celestin Arnaud,34110,43.425926,3.725741,3.5,2,42.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3581721277666956,0.6528085667024719
16246,le gout des hotes,Frontignan,18 boulevard Gambetta,34110,43.446987,3.756859,3.5,0,14.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.1193907092555652,0.5199891011961355
16247,hotel point bleu,Frontignan,Rue Auguste Rodin,34110,43.424282,3.717113,3.0,2,34.0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0.24852759885852346,0.5500630953516661
16255,residence & hotel arcadius,Balaruc-les-Bains,5 avenue de la Pinede,34540,43.44744,3.685566000000001,3.0,3,63.0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0.4605070214143229,0.6876261131975144
16266,hotel le france,Loudeac,place de l'Eglise,22600,48.17629,-2.754509,3.0,0,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3362432219850612,0.6069857234258103
16271,inter hotel agora,Orvault,31 rue Jules Verne,44700,47.252014,-1.618755,3.5,2,41.0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0.34964421996272665,0.6480650143629598
16272,l'auberge du forum,Orvault,13 rue Jules Verne,44700,47.25256,-1.616,3.5,0,11.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.09380698584365837,0.5057584441775994
16273,albert,Orvault,129 route de Rennes,44700,,,3.0,2,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021928905781634426,0.4030129728267937
16274,le relais d'orvault,Orvault,13 Place de l Eglise,44700,,,1.0,0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0024365450868482695,0.13433765760893124
16281,villages hotel nantes west,Nantes,Avenue Des Lions,44800,47.24761,-1.61983,3.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007309635260544808,0.3935258681477697
16283,hotel le longchamp,Nantes,78 route de Vannes,44100,47.23519,-1.58256,3.5,2,15.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.12791861705953414,0.5247326535356475
16291,hotel normandy cap d'ail,Cap d'Ail,6 allee des Orangers,06320,43.72263,7.39554,3.0,0,81.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5920804561041294,0.7730100553087307
16292,appart' valley portes de monaco,Cap d'Ail,108 avenue du 3 Septembre,06320,43.722687,7.39992,3.0,3,4.0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0.029238541042179232,0.4077565251663057
16294,hotel de france,La Condamine,6 Rue de La Turbie,98000,43.733234,7.418317999999998,3.5,2,107.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9124861350246769,0.9611394687707526
16297,hotel forum,Beausoleil,Places des Moneghetti,06240,43.73894,7.417083,3.5,3,136.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1.1597954613397763,1.098702486616601
16302,campanile mayenne,Mayenne,ZA De l'Huilerie,53100,48.28509,-0.62253,3.0,2,23.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0.1681216109925306,0.497884019617034
16304,le chateau,Mayenne,Le Ham,53250,,,2.5,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01827408815136202,0.33821592019208413
16306,best hotel,,Zone Dactivite de l Huilerie 2 route de Saint Baudelle,53100,48.281994,-0.626203,3.5,3,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17055815607937885,0.5484504152332076
16307,hotel le gue de genes,Ambrieres-les-Vallees,27 rue Notre Dame,53300,48.400867,-0.622855,3.5,2,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10233489364762731,0.5105019965171115
16309,hotel restaurant croix verte,Neau,2 rue d Evron,53150,48.15614,-0.475032,3.5,0,12.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.10233489364762731,0.5105019965171115
16326,residence mona lisa - le domaine d'albret,Barbaste,Lieu Dit le Pusocq,47230,44.17143,0.26242,3.0,3,87.0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0.6359382676673984,0.8014713693458028
16336,hotel st eloy,Amneville,Bois de Coulange,57360,49.241985,6.133781,3.5,0,99.0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0.8442628725929253,0.9231910500546565
16339,best hotel hagondange / amneville,Hagondange,"50, Rue du 11 Novembre",57300,49.250298,6.157705,3.5,3,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24730932631509933,0.5911423862888157
